product_id,product_name,category_id,seller_id,brand,sku,price,cost,stock_quantity,created_at,is_active,batch_date
5841,Jack 'n Jill Potato Chips Standard,17,170,Jack 'n Jill,SKU-FOO-005841,762.0,451.35,238,2022-01-18 11:15:12,True,full_load
5842,Pepsi Instant Coffee Lite,18,174,Pepsi,SKU-FOO-005842,154.98,77.6,364,2024-10-04 03:43:10,True,full_load
5843,Nike Cotton T-Shirt Lite,8,135,Nike,SKU-FAS-005843,4123.76,2773.52,415,2024-08-24 02:41:58,True,full_load
5844,JBL USB-C Charger Plus,2,131,JBL,SKU-ELE-005844,1067.88,738.47,358,2025-12-20 02:56:35,True,full_load
5845,Uniqlo Casual Polo Plus,7,179,Uniqlo,SKU-FAS-005845,4369.82,2912.07,476,2022-01-26 12:02:28,True,full_load
5846,Penguin Business Book Lite,15,69,Penguin,SKU-BOO-005846,139.06,107.46,239,2025-03-19 16:18:20,True,full_load
5847,O'Reilly Business Book Mini,15,89,O'Reilly,SKU-BOO-005847,357.41,181.67,428,2022-12-17 13:57:55,True,full_load
5848,Coca-Cola Fruit Juice Mini,18,83,Coca-Cola,SKU-FOO-005848,412.17,251.55,289,2024-08-18 23:54:23,True,full_load
5849,Penguin Self-Help Book Max,15,184,Penguin,SKU-BOO-005849,560.89,342.33,470,2025-01-25 23:07:08,True,full_load
5850,Logitech Portable SSD Pro,1,163,Logitech,SKU-ELE-005850,27233.52,20036.7,82,2022-08-21 05:43:15,True,full_load
5851,Pepsi Fruit Juice Plus,18,110,Pepsi,SKU-FOO-005851,655.49,305.64,43,2024-11-14 12:28:19,True,full_load
5852,HarperCollins Mystery Novel Standard,16,83,HarperCollins,SKU-BOO-005852,105.56,70.03,75,2022-01-17 06:38:24,True,full_load
5853,H&M Casual Polo Plus,7,35,H&M,SKU-FAS-005853,2570.76,1163.07,438,2022-04-04 00:38:45,True,full_load
5854,Decathlon Basketball Plus,13,108,Decathlon,SKU-SPO-005854,3968.28,2692.92,355,2023-11-10 16:42:30,True,full_load
5855,Lego Puzzle Set Standard,14,138,Lego,SKU-KID-005855,494.43,263.07,183,2023-01-27 16:36:21,True,full_load
5856,Philips Nonstick Pan Standard,4,142,Philips,SKU-HOM-005856,7182.57,5685.28,222,2025-12-16 16:58:15,True,full_load
5857,HarperCollins Programming Guide Max,15,19,HarperCollins,SKU-BOO-005857,646.9,469.12,446,2023-06-16 08:12:38,True,full_load
5858,Aozi Cat Toy Lite,19,7,Aozi,SKU-PET-005858,3322.77,2533.75,41,2024-11-28 16:19:28,False,full_load
5859,The Ordinary Sunscreen Lite,11,94,The Ordinary,SKU-BEA-005859,2139.2,968.31,443,2022-12-07 06:32:29,True,full_load
5860,Sony Gaming Mouse Mini,1,170,Sony,SKU-ELE-005860,5156.64,3608.85,163,2023-02-02 21:29:59,True,full_load
5861,Uniqlo Running Shoes Pro,7,112,Uniqlo,SKU-FAS-005861,3932.12,2767.07,65,2022-10-09 22:43:17,True,full_load
5862,Hanabishi Air Fryer Mini,4,191,Hanabishi,SKU-HOM-005862,9019.65,5673.44,42,2025-04-06 03:58:20,True,full_load
5863,Simon & Schuster Programming Guide Max,15,199,Simon & Schuster,SKU-BOO-005863,744.52,381.69,288,2023-09-17 12:37:47,True,full_load
5864,Maybelline Moisturizer Lite,11,54,Maybelline,SKU-BEA-005864,1136.84,570.57,162,2022-05-03 22:25:02,True,full_load
5865,Jack 'n Jill Chocolate Cookies Max,17,84,Jack 'n Jill,SKU-FOO-005865,221.36,157.45,178,2022-01-21 14:22:54,True,full_load
5866,H&M Casual Polo Plus,9,173,H&M,SKU-FAS-005866,4749.98,3217.67,6,2022-04-12 05:32:49,True,full_load
5867,JBL Bluetooth Speaker Plus,1,54,JBL,SKU-ELE-005867,9781.01,4754.13,32,2025-05-04 21:05:47,True,full_load
5868,Aozi Pet Shampoo Standard,20,133,Aozi,SKU-PET-005868,2085.27,1344.96,413,2024-12-31 01:46:54,True,full_load
5869,Penguin Self-Help Book Pro,16,29,Penguin,SKU-BOO-005869,1052.14,695.85,351,2022-02-08 15:12:00,True,full_load
5870,Adidas Running Shoes Standard,8,154,Adidas,SKU-FAS-005870,1952.81,1190.29,160,2023-03-04 19:28:27,True,full_load
5871,O'Reilly Mystery Novel Lite,15,113,O'Reilly,SKU-BOO-005871,654.47,466.97,492,2024-06-14 05:30:20,False,full_load
5872,Dowell Dining Chair Lite,5,2,Dowell,SKU-HOM-005872,11011.24,6603.71,28,2023-03-22 16:19:39,True,full_load
5873,Royal Canin Dog Food Mini,19,20,Royal Canin,SKU-PET-005873,2940.85,1514.19,442,2023-08-19 11:23:11,True,full_load
5874,Penshoppe Slim Fit Jeans Lite,9,49,Penshoppe,SKU-FAS-005874,2404.86,1829.29,76,2022-05-30 01:10:26,True,full_load
5875,Asus Webcam Mini,1,14,Asus,SKU-ELE-005875,45337.33,28439.74,270,2025-03-02 05:16:02,True,full_load
5876,Asus Power Bank Lite,2,84,Asus,SKU-ELE-005876,15359.34,10079.7,280,2022-04-16 13:48:22,False,full_load
5877,Pedigree Cat Toy Pro,20,70,Pedigree,SKU-PET-005877,3296.39,2631.11,483,2024-04-24 11:22:28,False,full_load
5878,Simon & Schuster Business Book Max,15,110,Simon & Schuster,SKU-BOO-005878,293.14,206.46,318,2022-04-18 18:49:04,True,full_load
5879,Nike Water Bottle Mini,12,128,Nike,SKU-SPO-005879,7047.74,4749.84,261,2023-01-29 18:42:20,True,full_load
5880,H&M Cotton T-Shirt Mini,8,136,H&M,SKU-FAS-005880,738.7,376.71,194,2023-09-12 23:55:17,True,full_load
5881,Dowell Nonstick Pan Mini,6,8,Dowell,SKU-HOM-005881,6683.36,4503.71,3,2023-09-02 17:20:25,True,full_load
5882,Oster Shoe Rack Standard,4,80,Oster,SKU-HOM-005882,2154.05,1591.41,5,2023-07-15 08:17:43,True,full_load
5883,Whiskas Pet Shampoo Standard,20,36,Whiskas,SKU-PET-005883,2307.93,1772.52,202,2023-10-10 20:44:45,True,full_load
5884,Aozi Dog Food Mini,20,97,Aozi,SKU-PET-005884,286.44,130.63,178,2022-02-15 04:41:37,True,full_load
5885,Pepsi Potato Chips Plus,18,131,Pepsi,SKU-FOO-005885,411.29,239.99,219,2023-12-13 02:49:23,True,full_load
5886,Decathlon Resistance Bands Max,13,138,Decathlon,SKU-SPO-005886,10997.12,6530.53,358,2024-06-09 00:31:34,False,full_load
5887,IKEA Air Fryer Max,4,150,IKEA,SKU-HOM-005887,2653.68,1918.56,115,2023-02-19 01:47:38,True,full_load
5888,Zara Cotton T-Shirt Plus,8,146,Zara,SKU-FAS-005888,3999.1,2535.16,166,2022-10-24 05:36:54,True,full_load
5889,The Ordinary Shampoo Max,11,22,The Ordinary,SKU-BEA-005889,854.3,563.01,433,2025-06-09 05:26:27,True,full_load
5890,Nike Running Shoes Max,8,32,Nike,SKU-FAS-005890,682.51,469.14,464,2023-10-19 11:11:44,True,full_load
5891,Pedigree Pet Shampoo Pro,19,128,Pedigree,SKU-PET-005891,1500.58,693.85,345,2023-01-26 04:05:11,True,full_load
5892,Nike Yoga Mat Standard,13,44,Nike,SKU-SPO-005892,11128.34,7591.36,323,2025-06-17 14:01:20,True,full_load
5893,Monde Nissin Fruit Juice Plus,17,34,Monde Nissin,SKU-FOO-005893,330.18,239.36,120,2022-07-27 15:08:37,True,full_load
5894,Pedigree Cat Litter Pro,20,50,Pedigree,SKU-PET-005894,3075.57,1929.68,313,2022-01-12 13:14:06,True,full_load
5895,Coca-Cola Chocolate Cookies Mini,18,138,Coca-Cola,SKU-FOO-005895,552.14,266.5,500,2023-07-29 18:24:14,True,full_load
5896,Samsung Mechanical Keyboard Mini,3,126,Samsung,SKU-ELE-005896,7220.78,3712.11,111,2023-08-23 10:32:04,True,full_load
5897,HarperCollins Fantasy Novel Max,16,189,HarperCollins,SKU-BOO-005897,1352.64,961.98,324,2023-02-15 12:40:10,True,full_load
5898,H&M Casual Polo Max,9,94,H&M,SKU-FAS-005898,1579.66,1174.44,464,2025-10-28 08:43:18,True,full_load
5899,Hanabishi Nonstick Pan Plus,6,106,Hanabishi,SKU-HOM-005899,713.56,495.82,490,2024-10-19 18:49:55,True,full_load
5900,IKEA Nonstick Pan Standard,6,142,IKEA,SKU-HOM-005900,2268.17,1130.41,184,2025-01-16 12:52:12,True,full_load
5901,Penshoppe Casual Polo Plus,9,148,Penshoppe,SKU-FAS-005901,4868.94,3292.72,110,2025-03-16 18:34:55,True,full_load
5902,Under Armour Dumbbell Set Standard,12,84,Under Armour,SKU-SPO-005902,13809.18,8815.11,47,2025-11-19 02:05:31,True,full_load
5903,Tefal Electric Kettle Max,4,70,Tefal,SKU-HOM-005903,6828.23,3220.57,54,2024-04-19 13:39:44,True,full_load
5904,Monde Nissin Fruit Juice Lite,18,13,Monde Nissin,SKU-FOO-005904,727.44,454.69,364,2025-11-15 22:01:48,True,full_load
5905,Penguin Business Book Lite,16,159,Penguin,SKU-BOO-005905,434.64,308.51,446,2024-03-18 04:44:31,True,full_load
5906,Nike Dumbbell Set Mini,13,89,Nike,SKU-SPO-005906,12366.99,6931.15,208,2023-10-27 09:17:04,True,full_load
5907,Dowell Electric Kettle Mini,6,153,Dowell,SKU-HOM-005907,1004.58,454.23,232,2022-06-21 16:32:52,True,full_load
5908,Under Armour Dumbbell Set Max,12,1,Under Armour,SKU-SPO-005908,14469.71,9412.35,72,2025-08-03 04:47:49,True,full_load
5909,O'Reilly Fantasy Novel Lite,15,101,O'Reilly,SKU-BOO-005909,229.89,149.44,148,2023-07-17 09:40:06,True,full_load
5910,Dowell Electric Kettle Pro,6,81,Dowell,SKU-HOM-005910,2810.76,1924.27,447,2025-04-22 10:59:34,True,full_load
5911,Tefal Wardrobe Organizer Max,6,103,Tefal,SKU-HOM-005911,5253.16,3771.57,221,2023-10-24 02:00:15,True,full_load
5912,Oster Nonstick Pan Pro,4,159,Oster,SKU-HOM-005912,8737.48,6399.02,117,2024-10-26 11:29:21,True,full_load
5913,Sony Mechanical Keyboard Lite,3,199,Sony,SKU-ELE-005913,18257.39,11153.13,427,2022-06-08 21:21:38,True,full_load
5914,JBL USB-C Charger Mini,2,48,JBL,SKU-ELE-005914,48610.46,29468.96,433,2024-03-03 20:03:19,True,full_load
5915,Apple Webcam Plus,2,166,Apple,SKU-ELE-005915,22918.7,14796.87,49,2023-09-02 01:47:35,True,full_load
5916,Decathlon Cycling Gloves Pro,13,42,Decathlon,SKU-SPO-005916,1137.59,846.33,111,2023-09-20 10:20:40,True,full_load
5917,Maybelline Shampoo Mini,10,138,Maybelline,SKU-BEA-005917,2064.11,963.08,105,2025-03-13 23:37:30,True,full_load
5918,Uniqlo Slim Fit Jeans Plus,9,169,Uniqlo,SKU-FAS-005918,2057.72,1452.77,39,2022-11-07 03:54:30,True,full_load
5919,Royal Canin Dog Leash Standard,19,51,Royal Canin,SKU-PET-005919,3330.69,1761.07,55,2025-06-20 09:59:01,False,full_load
5920,L'Oreal Lipstick Lite,10,2,L'Oreal,SKU-BEA-005920,2380.34,1862.97,243,2023-03-26 18:26:35,True,full_load
5921,H&M Hoodie Max,7,79,H&M,SKU-FAS-005921,1472.96,1047.44,383,2022-09-23 08:17:14,True,full_load
5922,The Ordinary Conditioner Plus,10,198,The Ordinary,SKU-BEA-005922,1319.93,828.0,247,2022-06-21 06:10:30,True,full_load
5923,JBL Webcam Pro,3,20,JBL,SKU-ELE-005923,23364.68,14931.65,87,2025-09-30 18:47:28,True,full_load
5924,Simon & Schuster Fantasy Novel Mini,16,140,Simon & Schuster,SKU-BOO-005924,680.51,483.78,100,2024-10-24 15:32:24,True,full_load
5925,Pepsi Fruit Juice Mini,18,163,Pepsi,SKU-FOO-005925,71.96,47.5,270,2022-01-24 11:12:34,True,full_load
5926,Royal Canin Dog Food Max,20,115,Royal Canin,SKU-PET-005926,1113.1,549.23,312,2022-10-31 09:32:09,True,full_load
5927,O'Reilly Programming Guide Plus,15,148,O'Reilly,SKU-BOO-005927,808.44,479.37,177,2024-01-27 16:31:42,True,full_load
5928,Philips Nonstick Pan Max,6,113,Philips,SKU-HOM-005928,6503.22,4384.69,259,2022-07-13 17:21:08,True,full_load
5929,Oster Air Fryer Pro,5,190,Oster,SKU-HOM-005929,826.54,514.93,63,2023-05-26 18:39:25,True,full_load
5930,Royal Canin Pet Shampoo Mini,19,10,Royal Canin,SKU-PET-005930,1808.12,1375.53,39,2023-05-02 13:59:31,True,full_load
5931,Tefal Air Fryer Standard,5,170,Tefal,SKU-HOM-005931,3165.9,2154.22,472,2023-07-28 10:09:11,True,full_load
5932,Xiaomi Smartphone Lite,2,111,Xiaomi,SKU-ELE-005932,32948.42,18874.8,3,2023-01-26 01:45:37,True,full_load
5933,Pedigree Dog Leash Standard,20,110,Pedigree,SKU-PET-005933,2781.25,1485.14,425,2025-10-15 17:37:39,True,full_load
5934,Pepsi Trail Mix Standard,17,98,Pepsi,SKU-FOO-005934,523.39,372.87,156,2023-04-18 16:36:58,True,full_load
5935,Under Armour Water Bottle Mini,12,63,Under Armour,SKU-SPO-005935,8519.25,5358.31,91,2025-08-02 18:51:09,True,full_load
5936,Nivea Serum Standard,11,93,Nivea,SKU-BEA-005936,1817.67,1192.04,222,2023-03-05 21:20:36,False,full_load
5937,Philips Air Fryer Standard,6,28,Philips,SKU-HOM-005937,9973.55,5767.76,451,2023-06-29 19:09:40,True,full_load
5938,Aozi Dog Leash Lite,20,49,Aozi,SKU-PET-005938,2795.7,1480.53,3,2023-02-24 15:07:55,True,full_load
5939,Whiskas Pet Shampoo Standard,19,23,Whiskas,SKU-PET-005939,3120.63,2093.13,251,2024-09-04 13:38:06,True,full_load
5940,Pedigree Dog Leash Standard,19,4,Pedigree,SKU-PET-005940,2142.84,1333.7,191,2024-06-10 10:31:15,True,full_load
5941,Dowell Air Fryer Mini,4,27,Dowell,SKU-HOM-005941,4200.92,2044.61,159,2022-06-07 22:15:43,True,full_load
5942,Puma Cycling Gloves Plus,12,26,Puma,SKU-SPO-005942,9428.92,6421.76,183,2024-10-09 01:56:27,True,full_load
5943,Adidas Backpack Pro,8,199,Adidas,SKU-FAS-005943,1138.33,784.1,281,2023-08-19 23:53:41,True,full_load
5944,Fisher-Price Doll House Max,14,120,Fisher-Price,SKU-KID-005944,1753.14,1134.68,371,2023-10-25 07:05:43,True,full_load
5945,Lego Doll House Mini,14,133,Lego,SKU-KID-005945,903.56,514.07,458,2023-01-10 18:13:08,True,full_load
5946,Philips Air Fryer Lite,6,18,Philips,SKU-HOM-005946,7577.76,5312.94,439,2022-08-06 08:37:39,True,full_load
5947,Adidas Water Bottle Standard,12,44,Adidas,SKU-SPO-005947,6533.51,5223.22,304,2025-07-02 18:22:57,True,full_load
5948,Lego Puzzle Set Plus,14,117,Lego,SKU-KID-005948,1704.98,999.42,197,2025-12-26 15:16:13,True,full_load
5949,Maybelline Moisturizer Standard,11,88,Maybelline,SKU-BEA-005949,635.86,434.84,3,2024-10-26 22:19:49,True,full_load
5950,Oster Electric Kettle Plus,6,1,Oster,SKU-HOM-005950,5504.14,3864.79,63,2025-01-29 06:23:03,True,full_load
5951,Nike Slim Fit Jeans Lite,9,158,Nike,SKU-FAS-005951,4877.09,2599.28,118,2024-01-15 17:38:05,True,full_load
5952,L'Oreal Lipstick Plus,11,8,L'Oreal,SKU-BEA-005952,2213.59,1509.34,193,2025-07-04 06:03:31,True,full_load
5953,Aozi Cat Litter Pro,19,36,Aozi,SKU-PET-005953,1095.41,666.96,400,2022-11-18 03:24:19,True,full_load
5954,Jack 'n Jill Potato Chips Standard,18,110,Jack 'n Jill,SKU-FOO-005954,79.21,50.68,425,2023-02-11 13:37:21,True,full_load
5955,Philips Nonstick Pan Mini,4,167,Philips,SKU-HOM-005955,8574.66,5883.69,24,2024-06-27 23:31:11,True,full_load
5956,Oster LED Desk Lamp Mini,5,60,Oster,SKU-HOM-005956,9936.08,5653.73,72,2025-08-03 02:28:26,True,full_load
5957,Pepsi Potato Chips Lite,18,194,Pepsi,SKU-FOO-005957,367.76,225.5,26,2022-11-17 01:23:24,False,full_load
5958,Cetaphil Conditioner Pro,10,195,Cetaphil,SKU-BEA-005958,1006.55,690.18,239,2024-05-25 02:36:18,True,full_load
5959,Cetaphil Conditioner Mini,11,197,Cetaphil,SKU-BEA-005959,414.38,207.85,99,2022-05-30 23:38:10,True,full_load
5960,Jack 'n Jill Trail Mix Max,17,89,Jack 'n Jill,SKU-FOO-005960,722.0,346.21,74,2023-04-05 18:52:01,True,full_load
5961,JBL Wireless Earbuds Plus,2,163,JBL,SKU-ELE-005961,24639.03,15011.56,312,2022-02-09 14:45:45,True,full_load
5962,Philips Dining Chair Max,6,181,Philips,SKU-HOM-005962,2414.06,1236.98,451,2023-02-01 12:45:31,True,full_load
5963,IKEA Air Fryer Plus,6,81,IKEA,SKU-HOM-005963,2716.63,1915.82,124,2024-12-22 04:43:31,True,full_load
5964,Simon & Schuster Programming Guide Standard,15,100,Simon & Schuster,SKU-BOO-005964,132.7,62.84,314,2024-08-02 12:16:47,True,full_load
5965,Whiskas Dog Leash Mini,19,180,Whiskas,SKU-PET-005965,3348.93,2521.33,158,2023-10-15 06:36:41,True,full_load
5966,Adidas Water Bottle Mini,12,165,Adidas,SKU-SPO-005966,14112.87,7213.37,147,2025-12-06 16:59:43,True,full_load
5967,Philips Nonstick Pan Standard,6,45,Philips,SKU-HOM-005967,10286.63,5860.85,65,2023-10-04 04:02:17,True,full_load
5968,Jack 'n Jill Instant Coffee Pro,18,166,Jack 'n Jill,SKU-FOO-005968,513.28,404.97,266,2022-10-22 03:04:49,True,full_load
5969,Aozi Cat Toy Lite,19,93,Aozi,SKU-PET-005969,868.81,629.6,275,2022-10-19 11:13:51,True,full_load
5970,Hanabishi Air Fryer Mini,4,82,Hanabishi,SKU-HOM-005970,10832.47,7573.89,463,2025-09-22 19:55:24,True,full_load
5971,Adidas Casual Polo Standard,9,43,Adidas,SKU-FAS-005971,3610.73,2352.88,247,2024-09-22 17:01:27,True,full_load
5972,Puma Resistance Bands Lite,12,125,Puma,SKU-SPO-005972,5145.82,2624.22,318,2023-02-25 15:30:54,True,full_load
5973,Aozi Pet Shampoo Mini,19,91,Aozi,SKU-PET-005973,2066.07,1571.97,83,2022-06-08 15:50:28,True,full_load
5974,The Ordinary Shampoo Lite,11,199,The Ordinary,SKU-BEA-005974,2473.64,1746.07,170,2024-11-08 19:01:02,False,full_load
5975,Decathlon Resistance Bands Max,12,52,Decathlon,SKU-SPO-005975,6674.65,4517.17,208,2024-02-01 21:24:18,True,full_load
5976,Nivea Facial Cleanser Pro,11,198,Nivea,SKU-BEA-005976,2356.29,1604.18,376,2022-05-05 17:13:03,True,full_load
5977,Adidas Slim Fit Jeans Pro,9,43,Adidas,SKU-FAS-005977,724.12,525.19,329,2022-12-15 17:56:52,True,full_load
5978,Hasbro Puzzle Set Pro,14,180,Hasbro,SKU-KID-005978,316.61,204.79,397,2024-09-22 18:25:04,True,full_load
5979,Adidas Yoga Mat Mini,12,68,Adidas,SKU-SPO-005979,8464.31,6692.69,377,2023-03-23 05:12:34,True,full_load
5980,Oster Electric Kettle Max,4,86,Oster,SKU-HOM-005980,4474.36,2830.17,288,2023-03-25 05:29:49,True,full_load
5981,Penshoppe Hoodie Lite,9,183,Penshoppe,SKU-FAS-005981,4437.94,2600.21,453,2023-10-23 03:15:05,True,full_load
5982,Hanabishi Dining Chair Mini,4,52,Hanabishi,SKU-HOM-005982,11616.64,8705.93,190,2022-08-23 02:10:07,True,full_load
5983,Samsung Power Bank Pro,1,56,Samsung,SKU-ELE-005983,34709.13,16161.82,174,2025-12-28 11:54:14,True,full_load
5984,Cetaphil Moisturizer Standard,10,194,Cetaphil,SKU-BEA-005984,2424.73,1410.24,32,2023-07-01 18:27:47,True,full_load
5985,Oster Shoe Rack Max,5,175,Oster,SKU-HOM-005985,5265.7,2480.91,10,2025-08-13 04:13:22,False,full_load
5986,Zara Running Shoes Plus,7,111,Zara,SKU-FAS-005986,3763.15,2822.2,240,2023-02-02 07:15:24,True,full_load
5987,H&M Casual Polo Max,7,92,H&M,SKU-FAS-005987,1311.83,678.32,53,2025-10-16 20:09:45,True,full_load
5988,Nestle Chocolate Cookies Pro,17,12,Nestle,SKU-FOO-005988,418.55,189.02,10,2025-06-26 15:57:25,True,full_load
5989,Whiskas Cat Litter Lite,20,27,Whiskas,SKU-PET-005989,3348.58,1780.43,492,2023-06-10 10:54:46,True,full_load
5990,Maybelline Conditioner Max,11,46,Maybelline,SKU-BEA-005990,1000.6,653.64,262,2024-07-15 08:07:04,True,full_load
5991,Adidas Casual Polo Mini,7,49,Adidas,SKU-FAS-005991,2217.93,1186.56,134,2022-06-03 08:36:34,False,full_load
5992,O'Reilly Mystery Novel Plus,16,43,O'Reilly,SKU-BOO-005992,595.44,468.2,211,2022-07-26 16:47:56,True,full_load
5993,Adidas Yoga Mat Mini,12,192,Adidas,SKU-SPO-005993,14866.58,10095.33,163,2023-02-15 05:41:20,True,full_load
5994,IKEA Electric Kettle Plus,6,122,IKEA,SKU-HOM-005994,5425.04,4317.15,136,2022-02-26 11:10:48,True,full_load
5995,Philips Wardrobe Organizer Lite,6,159,Philips,SKU-HOM-005995,7979.14,3958.5,225,2025-08-31 20:55:42,True,full_load
5996,Samsung Bluetooth Speaker Plus,2,129,Samsung,SKU-ELE-005996,1321.62,652.18,327,2022-07-13 15:36:00,True,full_load
5997,Apple Mechanical Keyboard Pro,1,156,Apple,SKU-ELE-005997,42669.91,32370.67,274,2023-10-19 16:02:03,True,full_load
5998,Adidas Jogger Pants Pro,8,51,Adidas,SKU-FAS-005998,925.69,560.67,181,2023-06-09 14:06:58,True,full_load
5999,Zara Cotton T-Shirt Pro,9,107,Zara,SKU-FAS-005999,410.71,304.46,367,2022-10-26 15:45:40,True,full_load
6000,Zara Hoodie Standard,9,189,Zara,SKU-FAS-006000,3028.06,2245.2,448,2022-02-24 12:31:46,True,full_load
6001,Nivea Facial Cleanser Lite,11,88,Nivea,SKU-BEA-006001,2190.68,1313.26,126,2023-12-08 19:20:16,True,full_load
6002,Hanabishi Storage Box Mini,4,181,Hanabishi,SKU-HOM-006002,5656.21,4406.39,174,2023-04-01 14:22:21,True,full_load
6003,Aozi Dog Leash Plus,20,117,Aozi,SKU-PET-006003,2820.28,1401.07,82,2025-04-23 21:12:07,True,full_load
6004,Sony Mechanical Keyboard Mini,2,2,Sony,SKU-ELE-006004,27236.76,18428.2,145,2023-10-30 05:02:06,True,full_load
6005,HarperCollins Programming Guide Lite,15,174,HarperCollins,SKU-BOO-006005,298.61,141.6,389,2024-08-08 15:26:41,True,full_load
6006,Apple Power Bank Plus,3,111,Apple,SKU-ELE-006006,33787.62,25953.53,6,2023-08-03 13:19:39,True,full_load
6007,Monde Nissin Fruit Juice Lite,17,144,Monde Nissin,SKU-FOO-006007,724.67,494.72,291,2023-09-01 22:04:56,True,full_load
6008,Tefal Storage Box Lite,4,145,Tefal,SKU-HOM-006008,5399.78,4135.95,63,2024-09-30 15:34:58,True,full_load
6009,Jack 'n Jill Potato Chips Lite,17,161,Jack 'n Jill,SKU-FOO-006009,721.06,532.02,466,2025-06-24 19:25:59,True,full_load
6010,O'Reilly Programming Guide Pro,15,70,O'Reilly,SKU-BOO-006010,341.9,208.7,493,2022-12-31 06:08:42,True,full_load
6011,Dowell Nonstick Pan Standard,5,154,Dowell,SKU-HOM-006011,7732.29,5282.64,148,2022-08-09 14:53:10,True,full_load
6012,Penguin Self-Help Book Mini,16,87,Penguin,SKU-BOO-006012,934.01,462.95,389,2024-03-18 08:16:43,True,full_load
6013,Under Armour Resistance Bands Mini,12,56,Under Armour,SKU-SPO-006013,9149.54,5396.62,103,2022-11-14 11:19:49,True,full_load
6014,IKEA Dining Chair Lite,5,122,IKEA,SKU-HOM-006014,10967.31,5440.45,417,2025-04-19 04:46:32,True,full_load
6015,Hasbro Educational Toy Lite,14,103,Hasbro,SKU-KID-006015,895.71,410.75,414,2023-11-04 06:24:58,True,full_load
6016,Pepsi Trail Mix Plus,17,137,Pepsi,SKU-FOO-006016,447.53,236.64,108,2023-02-22 05:29:10,True,full_load
6017,Tefal Storage Box Standard,6,99,Tefal,SKU-HOM-006017,2104.38,1278.98,343,2025-01-11 15:51:16,True,full_load
6018,Nike Sneakers Plus,8,91,Nike,SKU-FAS-006018,2695.16,1908.24,129,2024-08-14 12:55:48,True,full_load
6019,JBL Laptop Sleeve Plus,2,53,JBL,SKU-ELE-006019,44378.11,33356.3,148,2025-05-12 21:42:21,True,full_load
6020,Pedigree Pet Shampoo Mini,20,21,Pedigree,SKU-PET-006020,309.42,245.96,253,2023-11-13 21:08:42,True,full_load
6021,HarperCollins Programming Guide Plus,15,12,HarperCollins,SKU-BOO-006021,119.43,76.93,73,2025-04-15 02:22:18,True,full_load
6022,JBL Wireless Earbuds Lite,2,147,JBL,SKU-ELE-006022,4297.84,3059.8,322,2025-12-01 04:59:32,True,full_load
6023,Oster Shoe Rack Lite,6,149,Oster,SKU-HOM-006023,11068.18,8362.86,311,2023-12-03 04:06:46,True,full_load
6024,Asus Mechanical Keyboard Mini,3,85,Asus,SKU-ELE-006024,22653.56,12689.19,82,2025-11-01 14:50:50,True,full_load
6025,Hanabishi Air Fryer Mini,4,68,Hanabishi,SKU-HOM-006025,6102.45,4230.99,379,2022-09-17 12:45:09,True,full_load
6026,Penshoppe Jogger Pants Standard,9,89,Penshoppe,SKU-FAS-006026,2113.7,1153.48,71,2023-10-22 01:37:53,True,full_load
6027,Pedigree Cat Toy Lite,19,195,Pedigree,SKU-PET-006027,521.16,393.38,282,2022-06-16 23:22:48,True,full_load
6028,IKEA Storage Box Mini,6,70,IKEA,SKU-HOM-006028,7658.12,4254.68,408,2022-07-12 19:53:55,False,full_load
6029,Penguin Business Book Standard,16,191,Penguin,SKU-BOO-006029,546.68,298.87,403,2023-07-11 13:23:31,True,full_load
6030,Nestle Chocolate Cookies Plus,17,90,Nestle,SKU-FOO-006030,58.33,45.29,345,2023-01-12 03:29:30,True,full_load
6031,Simon & Schuster Mystery Novel Lite,16,162,Simon & Schuster,SKU-BOO-006031,719.45,447.8,205,2024-12-04 20:18:56,True,full_load
6032,Puma Yoga Mat Pro,12,107,Puma,SKU-SPO-006032,4028.28,2995.06,411,2022-09-24 19:39:10,True,full_load
6033,HarperCollins Business Book Plus,16,116,HarperCollins,SKU-BOO-006033,456.03,358.17,352,2023-02-19 16:17:16,True,full_load
6034,Sony Smartphone Mini,3,148,Sony,SKU-ELE-006034,43047.55,33123.56,307,2022-11-26 03:31:47,False,full_load
6035,IKEA Air Fryer Pro,6,102,IKEA,SKU-HOM-006035,2757.96,2086.88,13,2023-01-29 19:20:46,True,full_load
6036,Nivea Sunscreen Plus,10,22,Nivea,SKU-BEA-006036,2460.09,1376.31,141,2024-09-04 06:39:37,True,full_load
6037,Adidas Jogger Pants Lite,8,173,Adidas,SKU-FAS-006037,4312.77,3109.99,172,2024-10-08 19:49:46,True,full_load
6038,Aozi Dog Leash Lite,20,48,Aozi,SKU-PET-006038,2860.96,1583.43,90,2025-08-22 23:30:54,True,full_load
6039,Zara Slim Fit Jeans Pro,9,26,Zara,SKU-FAS-006039,2710.06,1430.91,157,2022-08-25 18:22:12,True,full_load
6040,Nivea Lipstick Standard,11,197,Nivea,SKU-BEA-006040,857.24,518.58,132,2025-12-24 15:08:09,True,full_load
6041,Hanabishi Nonstick Pan Lite,4,200,Hanabishi,SKU-HOM-006041,5869.52,3859.25,249,2025-06-03 06:53:08,True,full_load
6042,Hasbro Doll House Plus,14,3,Hasbro,SKU-KID-006042,2925.78,1683.18,310,2022-01-24 18:40:59,True,full_load
